"","playerId","signedWithTeamId","startSeasonId","endSeasonId","isFirst","isLast","birthDate","cap","ageAtSigning","contractNumber","prevTerm","prevAAVP","positionCode","height","weight","handCode","term","aavP","isResign","assists_2_ev_p60_avg","dAssists_2_ev_p60_avg","assists_2_pp_p60_avg","dAssists_2_pp_p60_avg","assists_2_sh_p60_avg","dAssists_2_sh_p60_avg","blocks_2_ev_p60_avg","dBlocks_2_ev_p60_avg","blocks_2_pp_p60_avg","dBlocks_2_pp_p60_avg","blocks_2_sh_p60_avg","dBlocks_2_sh_p60_avg","giveaways_2_ev_p60_avg","dGiveaways_2_ev_p60_avg","giveaways_2_pp_p60_avg","dGiveaways_2_pp_p60_avg","giveaways_2_sh_p60_avg","dGiveaways_2_sh_p60_avg","hits_2_ev_p60_avg","dHits_2_ev_p60_avg","hits_2_pp_p60_avg","dHits_2_pp_p60_avg","hits_2_sh_p60_avg","dHits_2_sh_p60_avg","takeaways_2_ev_p60_avg","dTakeaways_2_ev_p60_avg","takeaways_2_pp_p60_avg","dTakeaways_2_pp_p60_avg","takeaways_2_sh_p60_avg","dTakeaways_2_sh_p60_avg","x_2_ev_p60_avg","dX_2_ev_p60_avg","x_2_pp_p60_avg","dX_2_pp_p60_avg","x_2_sh_p60_avg","dX_2_sh_p60_avg","y_2_ev_p60_avg","dY_2_ev_p60_avg","y_2_pp_p60_avg","dY_2_pp_p60_avg","y_2_sh_p60_avg","dY_2_sh_p60_avg","iCorsiF_2_ev_p60_avg","dICorsiF_2_ev_p60_avg","iCorsiF_2_pp_p60_avg","dICorsiF_2_pp_p60_avg","iCorsiF_2_sh_p60_avg","dICorsiF_2_sh_p60_avg","iFenwickF_2_ev_p60_avg","dIFenwickF_2_ev_p60_avg","iFenwickF_2_pp_p60_avg","dIFenwickF_2_pp_p60_avg","iFenwickF_2_sh_p60_avg","dIFenwickF_2_sh_p60_avg","iSOGF_2_ev_p60_avg","dISOGF_2_ev_p60_avg","iSOGF_2_pp_p60_avg","dISOGF_2_pp_p60_avg","iSOGF_2_sh_p60_avg","dISOGF_2_sh_p60_avg","iGF_2_ev_p60_avg","dIGF_2_ev_p60_avg","iGF_2_pp_p60_avg","dIGF_2_pp_p60_avg","iGF_2_sh_p60_avg","dIGF_2_sh_p60_avg","ixGF_2_ev_p60_avg","dIxGF_2_ev_p60_avg","ixGF_2_pp_p60_avg","dIxGF_2_pp_p60_avg","ixGF_2_sh_p60_avg","dIxGF_2_sh_p60_avg","oCorsiF_2_ev_p60_avg","dOCorsiF_2_ev_p60_avg","oCorsiF_2_pp_p60_avg","dOCorsiF_2_pp_p60_avg","oCorsiF_2_sh_p60_avg","dOCorsiF_2_sh_p60_avg","oFenwickF_2_ev_p60_avg","dOFenwickF_2_ev_p60_avg","oFenwickF_2_pp_p60_avg","dOFenwickF_2_pp_p60_avg","oFenwickF_2_sh_p60_avg","dOFenwickF_2_sh_p60_avg","oSOGF_2_ev_p60_avg","dOSOGF_2_ev_p60_avg","oSOGF_2_pp_p60_avg","dOSOGF_2_pp_p60_avg","oSOGF_2_sh_p60_avg","dOSOGF_2_sh_p60_avg","oGF_2_ev_p60_avg","dOGF_2_ev_p60_avg","oGF_2_pp_p60_avg","dOGF_2_pp_p60_avg","oGF_2_sh_p60_avg","dOGF_2_sh_p60_avg","oxGF_2_ev_p60_avg","dOxGF_2_ev_p60_avg","oxGF_2_pp_p60_avg","dOxGF_2_pp_p60_avg","oxGF_2_sh_p60_avg","dOxGF_2_sh_p60_avg","oCorsiA_2_ev_p60_avg","dOCorsiA_2_ev_p60_avg","oCorsiA_2_pp_p60_avg","dOCorsiA_2_pp_p60_avg","oCorsiA_2_sh_p60_avg","dOCorsiA_2_sh_p60_avg","oFenwickA_2_ev_p60_avg","dOFenwickA_2_ev_p60_avg","oFenwickA_2_pp_p60_avg","dOFenwickA_2_pp_p60_avg","oFenwickA_2_sh_p60_avg","dOFenwickA_2_sh_p60_avg","oSOGA_2_ev_p60_avg","dOSOGA_2_ev_p60_avg","oSOGA_2_pp_p60_avg","dOSOGA_2_pp_p60_avg","oSOGA_2_sh_p60_avg","dOSOGA_2_sh_p60_avg","oGA_2_ev_p60_avg","dOGA_2_ev_p60_avg","oGA_2_pp_p60_avg","dOGA_2_pp_p60_avg","oGA_2_sh_p60_avg","dOGA_2_sh_p60_avg","oxGA_2_ev_p60_avg","dOxGA_2_ev_p60_avg","oxGA_2_pp_p60_avg","dOxGA_2_pp_p60_avg","oxGA_2_sh_p60_avg","dOxGA_2_sh_p60_avg","mP_2_ev_avg","dMP_2_ev_avg","mP_2_pp_avg","dMP_2_pp_avg","mP_2_sh_avg","dMP_2_sh_avg"
"1",8448208,1,20142015,20142015,FALSE,FALSE,1972-02-15,6.9e+07,41,4,1,0.031104199066874,"R",75,230,"L",1,0.0797101449275362,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",8448208,13,20152016,20152016,FALSE,FALSE,1972-02-15,71400000,42,5,1,0.0797101449275362,"R",75,230,"L",1,0.0490196078431372,TRUE,0.019655039808577,0.019655039808577,0.0384439359267734,0.0384439359267734,0,0,0.011963937274786,0.011963937274786,0,0,0,0,0.032473544031562,0.032473544031562,0.0439359267734554,0.0439359267734554,0,0,0.02563700844597,0.02563700844597,0,0,0,0,0.030764410135164,0.030764410135164,0.0109839816933638,0.0109839816933638,0,0,0.0567657160451073,0.0567657160451073,0.384897025171625,0.384897025171625,93.1578947368421,93.1578947368421,-0.00147761775106918,-0.00147761775106918,-0.030091533180778,-0.030091533180778,-7.89473684210526,-7.89473684210526,0.214496303997949,0.214496303997949,0.263615560640732,0.263615560640732,1.57894736842105,1.57894736842105,0.164076854054208,0.164076854054208,0.181235697940503,0.181235697940503,1.57894736842105,1.57894736842105,0.120493939696059,0.120493939696059,0.148283752860412,0.148283752860412,1.57894736842105,1.57894736842105,0.011109370326587,0.011109370326587,0.0219679633867277,0.0219679633867277,0,0,0.0147287922411857,0.0147287922411857,0.0215259755726233,0.0215259755726233,0.151156469470884,0.151156469470884,0.859694349888194,0.859694349888194,1.43890160183066,1.43890160183066,1.57894736842105,1.57894736842105,0.643488911993847,0.643488911993847,1.0929061784897,1.0929061784897,1.57894736842105,1.57894736842105,0.484539459628833,0.484539459628833,0.801830663615561,0.801830663615561,1.57894736842105,1.57894736842105,0.04272834740995,0.04272834740995,0.131807780320366,0.131807780320366,0,0,0.0446161751457513,0.0446161751457513,0.109209910461062,0.109209910461062,0.151156469470884,0.151156469470884,0.783637891498483,0.783637891498483,0.181235697940503,0.181235697940503,3.1578947368421,3.1578947368421,0.605887966273091,0.605887966273091,0.159267734553776,0.159267734553776,1.57894736842105,1.57894736842105,0.449502214752674,0.449502214752674,0.120823798627002,0.120823798627002,1.57894736842105,1.57894736842105,0.039310079617154,0.039310079617154,0.0219679633867277,0.0219679633867277,0,0,0.0422930626740603,0.0422930626740603,0.0172190404253942,0.0172190404253942,0.529048495853056,0.529048495853056,70211,70211,10925,10925,38,38
"3",8448208,13,20162017,20162017,FALSE,FALSE,1972-02-15,7.3e+07,43,6,1,0.0490196078431372,"R",75,230,"L",1,0.0755479452054795,TRUE,0.024312238607256,0.009466461566605,0.0327841291190316,-0.0104653861482703,0,0,0.0130244135396015,0.00215557854348406,0,0,0,0,0.0334293280849771,0.00194277577547127,0.0327841291190316,-0.0206204686247028,0,0,0.0260488270792029,0.00083708371328637,0.00252185608607935,0.00466309162975052,0,0,0.0295220040230966,-0.00252537849862387,0.00756556825823806,-0.00632089006361331,0,0,0.0582066662511615,0.00292894942532261,0.359714750056041,-0.0465638213686145,30.5172413793103,-93.1578947368421,-0.00138453148232528,0.000189211932652044,-0.0313772603302697,-0.00237740113007747,-2.58620689655172,7.89473684210526,0.195800350212009,-0.0380023562695732,0.257229320780094,-0.011808612634204,0.517241379310345,-1.57894736842105,0.154556374003271,-0.0193518169169399,0.199226630800269,0.0332665170280207,0.517241379310345,-1.57894736842105,0.110273367968626,-0.0207748592295267,0.143745796906523,-0.00839100396789616,0.517241379310345,-1.57894736842105,0.015195149129535,0.00830496392353433,0.0226967047747142,0.00134749476202493,0,0,0.014105546048248,-0.00126684223436006,0.0236351660637986,0.00390004353509296,0.0495167744818414,-0.151156469470884,0.874372295625244,0.0298351466628199,1.47528581035642,0.0672769945787559,1.03448275862069,-0.809716599190283,0.669889003053501,0.0536621815332373,1.14492266308003,0.0961821870966812,1.03448275862069,-0.809716599190283,0.505781392454523,0.0431774440790105,0.844821788836584,0.0794936544072885,1.03448275862069,-0.809716599190283,0.0529659483943792,0.0208094737722653,0.108439811701412,-0.0432090393551062,0,0,0.0479663669210553,0.00680977193644112,0.113470663018423,0.00787843513209944,0.0656157448236162,-0.127214411013886,0.820538052994892,0.0750051642000652,0.191661062542031,0.0192772421387691,2.06896551724138,-1.61943319838057,0.633420645142617,0.0559643377083181,0.158876933422999,-0.000722619142257908,1.55172413793103,-0.0404858299595141,0.462366680655852,0.0261489743752987,0.11852723604573,-0.00424650788323917,1.55172413793103,-0.0404858299595141,0.0403756819727645,0.00216599809901431,0.0151311365164761,-0.0126417801272266,0,0,0.0422282788283486,-0.000131682973409014,0.0139546005817691,-0.00603618191960271,0.237378207641401,-0.433766069648102,69101,-2220,11896,1942,58,40
"4",8448208,20,20172018,20172018,FALSE,TRUE,1972-02-15,7.5e+07,44,7,1,0.0755479452054795,"R",75,230,"L",1,0.0133333333333333,FALSE,0.0252274457211207,-0.00767883905422824,0.0249282368937906,-0.00593431434606873,0,0,0.00869911921417956,-0.0106886898469175,0,0,0,0,0.0321867410924644,-0.004396592557698,0.0317268469557335,0.0163641656296293,0,0,0.0221827539961579,-0.0084622558096552,0.00226620335398096,-0.00466309162975052,0,0,0.0313168291710464,0.0060692280769859,0.00226620335398096,-0.00466309162975052,0,0,0.0590274830827225,-0.0013156427719973,0.326923569092784,-0.022197184847377,0,0,-0.00126702299597293,4.21656151480354e-05,-0.0248443034362358,0.014833545964908,0,0,0.188770886947697,0.0242093715957514,0.260613385707811,0.0171327242691716,0,0,0.15310449816956,0.0165237835163042,0.224354132044115,0.0191666806152807,0,0,0.108738990177245,0.0177867090522943,0.167699048194591,0.0540965229129071,0,0,0.0130486788212693,-0.0125526823074161,0.0294606436017525,0.0119553185431425,0,0,0.0132100472644207,-0.000496736767033124,0.0262068784164404,0.00151914402658374,0,0,0.944724346659901,0.108840861112593,1.7381779725034,0.451349509990757,0.779220779220779,0.020242914979757,0.739425133205263,0.0833618149556328,1.37785163922043,0.367234655943486,0.779220779220779,0.020242914979757,0.554133893943238,0.0520926854507463,1.01525910258347,0.260567077377254,0.779220779220779,0.020242914979757,0.0556743629707492,-0.0155062575832788,0.0997129475751624,0.0216224361969121,0,0,0.0491451301991393,-0.00449763108518101,0.125472772686448,0.0163117122288083,0.0216695761692883,-0.00460476674088644,0.835115444561238,-0.0463950069808196,0.183562471672458,-0.032976750792771,1.55844155844156,0.0404858299595141,0.66417775200261,0.00458564095383384,0.154101828070706,-0.00864431447096378,0.779220779220779,-1.53846153846154,0.491500235601145,0.0312533481393742,0.126907387822934,0.0200969689373303,0.779220779220779,-1.53846153846154,0.0421907281887709,0.00140924692573921,0.0113310167699048,0.0039003579999596,0,0,0.0442985408525064,0.00421435078898493,0.0128859792453686,0.00331338266595941,0.048259930155756,-0.0952824262049541,68972.5,1963,13238,742,77,-2
"5",8459670,4,20142015,20142015,FALSE,TRUE,1975-03-18,6.9e+07,38,2,1,0.139968895800933,"D",70,194,"L",1,0.0507246376811594,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",8460720,2,20142015,20142015,FALSE,FALSE,1976-08-17,6.9e+07,37,4,1,0.00855365474339035,"L",72,227,"L",1,0.011231884057971,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",8460720,2,20152016,20152016,FALSE,FALSE,1976-08-17,71400000,38,5,1,0.011231884057971,"L",72,227,"L",1,0.0080532212885154,TRUE,0,0,0,0,0,0,0.0558269364968597,0.0558269364968597,0,0,0,0,0.0139567341242149,0.0139567341242149,0,0,0,0,0.139567341242149,0.139567341242149,0,0,0,0,0.0139567341242149,0.0139567341242149,0,0,0,0,0.989854527886628,0.989854527886628,0,0,0,0,0.146008910837941,0.146008910837941,0,0,0,0,0.181437543614794,0.181437543614794,0,0,0,0,0.153524075366364,0.153524075366364,0,0,0,0,0.125610607117934,0.125610607117934,0,0,0,0,0.0279134682484299,0.0279134682484299,0,0,0,0,0.0133443065100463,0.0133443065100463,0,0,0,0,0.809490579204466,0.809490579204466,3.1578947368421,3.1578947368421,0,0,0.669923237962317,0.669923237962317,3.1578947368421,3.1578947368421,0,0,0.418702023726448,0.418702023726448,3.1578947368421,3.1578947368421,0,0,0.0279134682484299,0.0279134682484299,0,0,0,0,0.0404949331402812,0.0404949331402812,0.315077539007678,0.315077539007678,0,0,1.07466852756455,1.07466852756455,0,0,0,0,0.865317515701326,0.865317515701326,0,0,0,0,0.558269364968597,0.558269364968597,0,0,0,0,0.0418702023726448,0.0418702023726448,0,0,0,0,0.055295427797742,0.055295427797742,0,0,0,0,4299,4299,19,19,0,0
"8",8460720,2,20162017,20162017,FALSE,TRUE,1976-08-17,7.3e+07,39,6,1,0.0080532212885154,"L",72,227,"L",1,0.00787671232876712,TRUE,0,0,0,0,0,0,0.0323362974939369,-0.0558269364968597,0,0,0,0,0.0242522231204527,0.0244678576144978,0,0,0,0,0.185933710590137,0.110192505059484,0.31413612565445,0.348837209302326,0.5,0.5,0.0161681487469685,0.00525556174514145,0,0,0,0,1.16025122815745,0.404958152228646,0,0,0,0,0.150861264846714,0.0115319152907815,0,0,0,0,0.145513338722716,-0.0853760642680122,0,0,0,0,0.113177041228779,-0.0958871877582951,0,0,0,0,0.0970088924818108,-0.0679737195098652,0,0,0,0,0.0161681487469685,-0.0279134682484299,0,0,0,0,0.00956708445832073,-0.0089767986128426,0,0,0,0,0.662894098625707,-0.348395478339913,0.6282722513089,-2.80905752753978,0,0,0.509296685529507,-0.381738799921971,0.6282722513089,-2.80905752753978,0,0,0.323362974939369,-0.226579065032884,0.6282722513089,-2.80905752753978,0,0,0.0242522231204527,-0.00870117237907347,0,0,0,0,0.0300468073700239,-0.024830608218652,0.03185206506386,-0.314512008856217,0,0,0.986257073565077,-0.210115213443513,0.6282722513089,0.697674418604651,1.5,1.5,0.792239288601455,-0.173674864404496,0.31413612565445,0.348837209302326,1,1,0.517380759902991,-0.0971742641040441,0.31413612565445,0.348837209302326,0.5,0.5,0.0565885206143896,0.0349789811047808,0,0,0,0,0.0543919834354347,-0.00214709063626163,0.0127413694076049,0.0141488462607706,0.0767392983790594,0.0767392983790594,3711,-1176,95.5,153,120,120
"9",8462042,21,20142015,20162017,FALSE,TRUE,1977-07-01,6.9e+07,36,2,1,0.0933125972006221,"R",73,210,"R",3,0.0772946811594203,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",8464977,28,20152016,20152016,FALSE,TRUE,1978-06-16,71400000,36,2,3,0.0482115085536547,"C",77,225,"L",1,0.00840336134453781,FALSE,0.0041554843736473,0.0041554843736473,0.0491803278688525,0.0491803278688525,0.00981836033382425,0.00981836033382425,0.0270106484287075,0.0270106484287075,0,0,0.147275405007364,0.147275405007364,0.017660808588001,0.017660808588001,0.0491803278688525,0.0491803278688525,0.00981836033382425,0.00981836033382425,0.0997316249675353,0.0997316249675353,0.0491803278688525,0.0491803278688525,0.0196367206676485,0.0196367206676485,0.017660808588001,0.017660808588001,0,0,0.0196367206676485,0.0196367206676485,0.0707931745098162,0.0707931745098162,0,0,0.660284732449681,0.660284732449681,0.00124236130758527,0.00124236130758527,0,0,0.0417280314187531,0.0417280314187531,0.100770496060947,0.100770496060947,0,0,0.078546882670594,0.078546882670594,0.0883040429400052,0.0883040429400052,0,0,0.0687285223367698,0.0687285223367698,0.0685654921651805,0.0685654921651805,0,0,0.0589101620029455,0.0589101620029455,0.0041554843736473,0.0041554843736473,0,0,0,0,0.00690441964604005,0.00690441964604005,0,0,0.00798294456136213,0.00798294456136213,0.695004761492511,0.695004761492511,0.934426229508197,0.934426229508197,0.176730486008837,0.176730486008837,0.517357804519089,0.517357804519089,0.639344262295082,0.639344262295082,0.13745704467354,0.13745704467354,0.362566011600727,0.362566011600727,0.540983606557377,0.540983606557377,0.127638684339715,0.127638684339715,0.0249329062418838,0.0249329062418838,0.0491803278688525,0.0491803278688525,0.0196367206676485,0.0196367206676485,0.0321502426059081,0.0321502426059081,0.047291340833044,0.047291340833044,0.0182767217851324,0.0182767217851324,0.821747034888754,0.821747034888754,0.245901639344262,0.245901639344262,1.77712322042219,1.77712322042219,0.640983464635096,0.640983464635096,0.19672131147541,0.19672131147541,1.24693176239568,1.24693176239568,0.47788070296944,0.47788070296944,0.19672131147541,0.19672131147541,0.972017673048601,0.972017673048601,0.0353216171760021,0.0353216171760021,0,0,0.117820324005891,0.117820324005891,0.0461877410686068,0.0461877410686068,0.0153955229281824,0.0153955229281824,0.120439652905995,0.120439652905995,57755,57755,1220,1220,6111,6111
