playerId,gameId,gameDate,cA_ev,cA_pp,cA_sh,fA_ev,fA_pp,fA_sh,sA_ev,sA_pp,sA_sh,gA_ev,gA_pp,gA_sh,apA_ev,apA_pp,apA_sh,asA_ev,asA_pp,asA_sh,rsA_ev,rsA_pp,rsA_sh,rbA_ev,rbA_pp,rbA_sh,rgA_ev,rgA_pp,rgA_sh
8470594,2024020033,2024-10-12,49,0,6,39,0,6,29,0,5,3,0,1,3,0,1,3,0,1,3,0,0,1,0,0,1,0,0
8470594,2024020112,2024-10-24,52,3,0,31,3,0,23,3,0,1,1,0,1,1,0,1,1,0,1,0,0,4,0,0,4,0,0
8470594,2024020153,2024-10-29,47,3,3,32,2,2,26,1,2,2,0,1,2,0,1,2,0,1,4,0,0,4,1,0,4,1,0
8470594,2024020219,2024-11-07,38,1,10,29,1,10,19,1,6,2,0,0,2,0,0,2,0,0,4,0,0,2,0,1,2,0,1
8470594,2024020315,2024-11-21,65,0,3,39,0,1,31,0,0,3,0,0,2,0,0,1,0,0,2,0,0,8,0,0,8,0,0
8470594,2024020363,2024-11-29,31,0,8,27,0,6,19,0,4,1,0,1,1,0,1,0,0,1,2,0,0,2,0,1,2,0,1
8470594,2024020434,2024-12-07,61,1,4,39,1,3,30,1,1,1,0,1,1,0,1,1,0,1,3,1,0,3,0,0,3,0,0
8470594,2024020467,2024-12-12,15,0,0,12,0,0,9,0,0,2,0,0,2,0,0,2,0,0,2,0,0,1,0,0,1,0,0
8470594,2024020476,2024-12-14,41,0,11,27,0,8,17,0,5,1,0,0,1,0,0,1,0,0,4,0,0,3,0,0,3,0,0
8470594,2024020509,2024-12-18,54,0,5,44,0,4,29,0,4,5,0,1,5,0,1,3,0,1,5,0,0,5,0,2,5,0,2
8470594,2024020526,2024-12-20,40,0,4,27,0,2,17,0,1,1,0,1,1,0,1,1,0,1,0,0,0,3,0,0,3,0,0
8470594,2024020605,2025-01-02,63,1,5,46,1,5,28,1,2,2,0,1,2,0,1,0,0,0,5,0,0,3,0,0,3,0,0
8470594,2024020646,2025-01-07,36,0,0,23,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,2,0,0
8470594,2024020683,2025-01-11,65,0,9,47,0,8,31,0,6,1,0,0,1,0,0,1,0,0,4,0,0,5,0,2,5,0,2
8470594,2024020733,2025-01-18,55,1,10,45,1,7,32,1,4,4,0,1,3,0,1,2,0,1,4,0,0,8,0,1,7,0,2
8470594,2024020741,2025-01-20,53,1,6,38,1,4,24,0,3,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,2,0,0
8470594,2024020784,2025-01-25,48,2,7,32,1,3,25,1,3,3,0,2,3,0,2,2,0,2,2,1,0,2,0,0,2,0,0
8470594,2024020813,2025-01-30,53,1,4,35,0,3,17,0,2,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0
8470594,2024020845,2025-02-04,54,4,8,37,4,7,25,3,6,2,0,0,2,0,0,2,0,0,6,1,0,3,0,0,3,0,0
8470594,2024020894,2025-02-22,49,0,10,36,0,10,23,0,7,1,0,2,1,0,2,1,0,2,4,0,0,8,0,1,8,0,1
8470594,2024020942,2025-02-27,57,2,8,37,1,6,26,0,5,4,0,2,4,0,2,4,0,2,4,0,0,5,0,1,5,0,1
8470594,2024021015,2025-03-09,39,0,7,23,0,4,18,0,3,1,0,1,1,0,1,1,0,1,5,0,1,2,0,2,2,0,2
8470594,2024021134,2025-03-25,54,1,1,40,1,1,35,1,1,3,0,1,3,0,1,2,0,1,1,0,0,5,0,0,5,0,0
8470594,2024021247,2025-04-09,55,1,0,41,1,0,30,1,0,7,0,0,7,0,0,6,0,0,8,0,0,4,0,0,4,0,0
8470594,2024021264,2025-04-11,8,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0
8470594,2024021298,2025-04-15,4,0,4,3,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8470594,2024030175,2025-04-29,26,0,0,13,0,0,7,0,0,1,0,0,1,0,0,1,0,0,3,0,0,2,0,0,2,0,0
8471734,2024020063,2024-10-17,46,0,14,35,0,13,26,0,5,1,0,1,1,0,1,1,0,1,3,0,1,6,0,2,6,0,2
8471734,2024020128,2024-10-26,54,1,7,40,0,6,29,0,4,1,0,0,1,0,0,1,0,0,2,0,0,3,0,1,3,0,1
8471734,2024020213,2024-11-07,10,0,8,6,0,7,5,0,5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
8471734,2024020228,2024-11-09,74,1,7,53,1,5,33,0,4,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,8,0,0
8471734,2024020287,2024-11-17,61,0,0,40,0,0,24,0,0,0,0,0,0,0,0,0,0,0,10,0,0,7,0,0,7,0,0
8471734,2024020332,2024-11-23,50,4,6,41,4,4,35,3,2,5,1,0,5,1,0,3,1,0,3,1,0,3,0,0,3,0,0
8471734,2024020376,2024-11-30,46,0,7,37,0,5,24,0,4,3,0,0,3,0,0,2,0,0,3,0,2,7,0,2,7,0,2
8471734,2024020436,2024-12-08,44,1,4,31,1,3,18,1,2,5,0,1,5,0,1,5,0,1,3,0,0,1,0,0,1,0,0
8471734,2024020475,2024-12-14,21,0,0,18,0,0,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0
8471734,2024020492,2024-12-15,40,0,2,31,0,2,23,0,1,3,0,0,2,0,0,2,0,0,1,0,0,1,0,0,1,0,0
8471734,2024020545,2024-12-23,42,3,11,33,3,10,19,3,8,2,0,3,2,0,3,2,0,3,2,0,0,6,0,2,5,1,2
8471734,2024020572,2024-12-28,16,1,5,13,1,2,9,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8471734,2024020604,2025-01-02,76,0,1,52,0,0,33,0,0,1,0,0,1,0,0,1,0,0,4,0,0,9,0,0,9,0,0
8471734,2024020620,2025-01-04,43,2,12,30,2,11,16,1,10,4,0,2,4,0,2,3,0,2,5,0,1,4,0,2,4,0,2
8471734,2024020643,2025-01-07,66,0,5,45,0,5,35,0,4,3,0,2,3,0,2,1,0,2,5,0,0,7,0,1,7,0,1
8471734,2024020738,2025-01-19,57,0,10,42,0,8,32,0,5,5,0,0,4,0,0,4,0,0,6,0,1,4,0,0,3,0,1
8471734,2024020839,2025-02-02,66,0,3,49,0,3,34,0,2,1,0,1,1,0,1,1,0,1,8,0,0,11,0,0,11,0,0
8471734,2024020882,2025-02-08,54,0,0,37,0,0,25,0,0,3,0,0,3,0,0,3,0,0,4,0,0,11,0,0,11,0,0
8471734,2024020895,2025-02-22,22,0,9,19,0,7,11,0,6,3,0,0,3,0,0,3,0,0,0,0,0,2,0,1,2,0,1
8471734,2024020965,2025-03-02,68,2,4,47,2,3,30,1,3,0,0,0,0,0,0,0,0,0,8,0,0,9,0,1,9,0,1
8471734,2024021017,2025-03-09,49,1,0,41,0,0,28,0,0,7,0,0,7,0,0,4,0,0,1,0,0,3,0,0,3,0,0
8471734,2024021168,2025-03-29,58,0,3,35,0,3,20,0,2,0,0,1,0,0,1,0,0,1,4,0,0,5,0,0,5,0,0
8471734,2024021246,2025-04-09,37,4,2,30,3,2,24,3,1,5,1,0,5,1,0,4,0,0,3,0,0,4,0,0,4,0,0
8471734,2024021287,2025-04-14,59,0,2,43,0,1,29,0,1,2,0,1,2,0,1,2,0,1,4,0,0,7,0,0,7,0,0
8473503,2024020041,2024-10-13,49,1,21,39,1,15,24,0,8,2,0,1,2,0,1,1,0,1,3,0,0,5,0,2,5,0,2
8473503,2024020137,2024-10-27,61,0,2,48,0,2,32,0,2,5,0,1,5,0,1,4,0,1,5,0,0,4,0,0,4,0,0
8473503,2024020331,2024-11-23,49,1,19,36,0,14,23,0,10,2,0,0,2,0,0,2,0,0,6,0,1,6,0,0,6,0,0
8473503,2024020383,2024-11-30,33,2,8,23,2,5,13,2,4,1,0,1,1,0,1,0,0,1,2,0,0,3,0,1,3,0,1
8473503,2024020443,2024-12-09,56,1,14,37,1,11,25,1,5,5,0,0,5,0,0,4,0,0,6,0,0,8,0,1,8,0,1
8473503,2024020497,2024-12-17,11,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
8473503,2024020521,2024-12-20,25,0,3,22,0,1,14,0,1,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0
8473503,2024020531,2024-12-21,39,0,12,21,0,7,12,0,6,1,0,1,1,0,1,0,0,1,6,0,0,6,0,1,6,0,1
8473503,2024020630,2025-01-04,49,1,3,40,1,1,32,1,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0
8473503,2024020777,2025-01-25,51,4,1,42,4,1,30,4,0,3,0,0,3,0,0,2,0,0,4,0,0,3,1,0,3,1,0
8473503,2024020846,2025-02-04,62,1,1,40,1,1,27,1,1,2,0,0,2,0,0,2,0,0,7,1,0,7,0,0,7,0,0
8473503,2024020940,2025-02-27,53,5,2,38,5,1,24,4,1,1,0,1,1,0,1,1,0,1,5,0,0,4,1,0,4,1,0
8473503,2024020968,2025-03-03,34,2,7,24,2,6,14,2,4,1,1,2,1,1,2,1,0,2,6,0,0,1,0,0,1,0,0
8473503,2024021100,2025-03-20,59,1,9,44,1,6,26,0,4,3,0,0,3,0,0,2,0,0,8,0,0,6,0,0,6,0,0
8473503,2024021119,2025-03-23,55,2,12,43,2,10,25,2,9,2,0,1,2,0,1,2,0,1,1,0,0,6,0,0,5,0,0
8473503,2024021129,2025-03-25,67,1,7,47,1,6,27,0,5,0,0,2,0,0,2,0,0,2,5,0,0,12,0,0,12,0,0
8473503,2024021143,2025-03-27,42,3,4,28,2,3,21,2,3,3,0,0,2,0,0,2,0,0,6,0,0,6,0,0,6,0,0
8473503,2024021171,2025-03-30,61,5,5,41,4,4,24,2,3,3,1,1,2,1,1,2,1,1,0,0,0,6,1,0,6,1,0
8473503,2024021184,2025-04-01,81,0,8,53,0,6,31,0,4,2,0,0,2,0,0,2,0,0,7,0,0,6,0,0,6,0,0
8473503,2024021215,2025-04-05,49,1,8,33,1,5,20,1,3,2,0,0,2,0,0,1,0,0,7,0,0,5,0,0,5,0,0
8473503,2024021235,2025-04-08,62,1,3,44,1,2,30,1,2,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,3,0,0
8473503,2024021253,2025-04-10,49,1,5,36,1,4,26,1,3,2,0,1,2,0,1,1,0,1,7,0,0,5,0,2,5,0,2
8473503,2024021280,2025-04-13,64,2,5,54,1,5,26,1,4,6,0,1,5,0,1,5,0,1,4,1,0,9,0,0,9,0,0
8473503,2024021307,2025-04-17,49,0,2,34,0,2,22,0,2,3,0,1,3,0,1,3,0,1,2,0,0,6,0,0,6,0,0
8473575,2024020016,2024-10-10,56,0,2,36,0,2,24,0,2,3,0,2,3,0,2,3,0,2,2,0,0,2,0,0,2,0,0
8473575,2024020032,2024-10-12,39,0,6,27,0,6,23,0,3,2,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0
8473575,2024020081,2024-10-19,43,2,2,34,2,2,21,2,1,2,0,1,2,0,1,2,0,1,2,0,0,5,0,1,5,0,1
8473575,2024020130,2024-10-26,51,1,6,42,1,3,25,1,2,4,0,1,4,0,1,3,0,1,2,0,0,6,0,0,6,0,0
8473575,2024020155,2024-10-30,50,1,0,38,1,0,25,0,0,1,0,0,1,0,0,1,0,0,4,0,0,5,0,0,5,0,0
8473575,2024020209,2024-11-07,65,0,4,39,0,4,26,0,4,1,0,1,1,0,1,1,0,1,4,0,0,7,0,0,7,0,0
8473575,2024020265,2024-11-14,47,2,7,29,2,7,18,2,6,2,0,0,2,0,0,1,0,0,6,0,0,0,0,0,0,0,0
8473575,2024020299,2024-11-19,58,5,5,34,3,4,24,3,4,0,0,1,0,0,1,0,0,1,3,1,0,4,0,0,4,0,0
8473575,2024020341,2024-11-25,44,0,8,32,0,6,18,0,2,3,0,0,3,0,0,3,0,0,3,0,0,6,0,0,6,0,0
8473575,2024020366,2024-11-29,49,0,11,32,0,8,20,0,6,3,0,2,3,0,2,3,0,2,2,0,0,3,0,0,3,0,0
8474593,2024020001,2024-10-04,61,0,12,43,0,10,26,0,5,1,0,0,1,0,0,1,0,0,8,0,0,8,0,1,8,0,1
8474593,2024020015,2024-10-10,39,1,2,26,1,2,20,1,1,4,0,0,4,0,0,3,0,0,4,0,0,3,0,0,3,0,0
8474593,2024020031,2024-10-12,50,2,4,37,2,2,28,2,2,2,0,1,2,0,1,1,0,1,7,0,0,5,0,0,5,0,0
8474593,2024020050,2024-10-15,71,0,1,45,0,1,29,0,1,3,0,0,3,0,0,1,0,0,5,0,0,9,0,0,9,0,0
8474593,2024020062,2024-10-17,53,2,8,44,2,4,29,0,2,0,0,1,0,0,1,0,0,1,7,0,0,3,0,0,3,0,0
8474593,2024020080,2024-10-19,58,1,5,43,1,4,33,1,3,6,0,0,6,0,0,4,0,0,1,0,0,8,0,2,8,0,2
8474593,2024020111,2024-10-24,37,0,10,24,0,8,14,0,5,2,0,2,1,0,2,0,0,2,3,0,0,3,0,0,3,0,0
8474593,2024020137,2024-10-27,37,0,11,28,0,8,20,0,6,2,0,0,2,0,0,2,0,0,0,0,0,2,0,1,2,0,1
8474593,2024020159,2024-10-30,42,1,11,33,0,5,17,0,3,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0
8474593,2024020173,2024-11-01,45,1,12,34,1,6,26,1,4,2,0,0,2,0,0,2,0,0,7,0,0,4,0,2,4,0,2
8474593,2024020212,2024-11-07,45,2,5,28,2,3,23,1,0,3,0,0,3,0,0,2,0,0,1,0,0,4,0,0,5,0,0
8474593,2024020231,2024-11-09,46,0,0,36,0,0,22,0,0,3,0,0,3,0,0,2,0,0,4,0,0,3,0,0,3,0,0
8474593,2024020246,2024-11-12,67,2,9,51,1,4,31,1,3,0,0,1,0,0,1,0,0,1,4,0,0,9,0,0,9,0,0
8474593,2024020276,2024-11-16,38,4,10,30,3,7,19,2,5,2,0,1,2,0,1,2,0,1,6,0,0,3,1,1,3,1,1
8474593,2024020309,2024-11-21,57,1,5,34,0,3,19,0,3,1,0,1,1,0,1,1,0,1,2,0,0,8,0,0,8,0,0
8474593,2024020336,2024-11-25,30,0,22,19,0,15,15,0,7,2,0,0,1,0,0,0,0,0,2,0,1,1,0,1,1,0,1
8474593,2024020348,2024-11-27,21,1,13,14,1,9,12,1,7,3,0,0,3,0,0,1,0,0,1,0,0,0,0,1,0,0,1
8474593,2024020365,2024-11-29,46,3,7,33,3,6,22,3,3,3,0,1,3,0,1,3,0,1,5,2,0,4,1,0,4,1,0
8474593,2024020393,2024-12-02,54,6,23,35,5,13,25,5,9,0,0,1,0,0,1,0,0,1,3,1,0,5,0,2,5,0,2
8474593,2024020420,2024-12-06,47,0,4,32,0,4,17,0,2,1,0,1,1,0,1,0,0,1,5,0,0,3,0,0,3,0,0
8474593,2024020446,2024-12-10,40,3,5,28,3,4,13,2,2,1,1,0,0,1,0,0,1,0,2,0,0,2,0,1,2,0,1
8474593,2024020461,2024-12-12,41,0,5,24,0,5,11,0,3,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,2,0,2
8474593,2024020474,2024-12-14,41,1,5,27,1,3,14,1,2,1,0,0,1,0,0,1,0,0,5,0,0,3,0,1,3,0,1
8474593,2024020501,2024-12-17,40,0,1,32,0,1,20,0,0,1,0,0,1,0,0,1,0,0,4,0,0,1,0,0,1,0,0
8474593,2024020534,2024-12-21,41,1,2,27,0,2,10,0,2,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,3,0,0
8474593,2024020545,2024-12-23,35,2,9,24,2,7,7,2,3,0,0,0,0,0,0,0,0,0,4,0,1,6,0,2,5,0,2
8474593,2024020560,2024-12-27,60,0,10,45,0,8,28,0,3,2,0,0,2,0,0,1,0,0,5,0,0,6,0,0,6,0,0
8474593,2024020598,2024-12-31,35,2,10,28,1,7,21,0,5,3,0,0,3,0,0,3,0,0,1,0,0,4,0,0,4,0,0
8474593,2024020622,2025-01-04,43,0,9,35,0,5,22,0,2,3,0,0,3,0,0,2,0,0,1,0,0,5,0,0,5,0,0
8474593,2024020640,2025-01-06,50,0,2,36,0,2,22,0,2,1,0,1,1,0,1,0,0,1,1,0,0,4,0,0,4,0,0
8474593,2024020656,2025-01-09,54,2,7,39,2,6,25,1,6,1,0,2,1,0,2,0,0,1,5,0,0,7,0,3,7,0,3
8474593,2024020674,2025-01-11,49,0,9,29,0,7,21,0,4,2,0,0,2,0,0,1,0,0,10,0,1,4,0,3,4,0,3
8474593,2024020695,2025-01-14,63,1,2,44,1,0,27,1,0,1,0,0,1,0,0,1,0,0,5,0,0,4,0,0,4,0,0
8474593,2024020707,2025-01-16,73,0,3,52,0,3,39,0,2,3,0,1,3,0,1,3,0,1,5,0,0,3,0,1,3,0,1
8474593,2024020737,2025-01-19,41,0,5,29,0,4,19,0,1,2,0,0,2,0,0,1,0,0,4,0,0,0,0,0,0,0,0
8474593,2024020758,2025-01-22,16,0,1,9,0,1,7,0,0,1,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0
8474593,2024020966,2025-03-02,50,1,5,39,1,4,20,0,4,0,0,2,0,0,2,0,0,1,3,0,0,1,0,0,1,0,0
8474593,2024020979,2025-03-04,30,0,13,21,0,9,16,0,5,3,0,1,2,0,1,2,0,1,3,0,0,0,0,0,0,0,0
8474593,2024020997,2025-03-07,46,1,5,38,1,5,30,1,4,5,0,1,4,0,1,4,0,1,3,0,0,2,0,1,2,0,1
8474593,2024021026,2025-03-11,40,2,8,30,1,5,18,1,1,3,0,0,3,0,0,2,0,0,5,0,0,1,0,1,1,0,1
8474593,2024021056,2025-03-15,40,1,5,30,1,5,17,1,5,5,0,1,4,0,1,3,0,1,5,0,0,4,0,2,4,0,1
8474593,2024021090,2025-03-20,57,1,15,43,0,5,25,0,2,3,0,1,2,0,1,2,0,1,4,0,1,6,0,1,7,0,1
8474593,2024021125,2025-03-24,55,0,5,44,0,4,25,0,3,3,0,0,3,0,0,2,0,0,7,0,0,6,0,1,6,0,1
8474593,2024021140,2025-03-26,47,0,2,30,0,2,22,0,2,2,0,1,2,0,1,2,0,1,4,0,0,2,0,0,2,0,0
8474593,2024021162,2025-03-29,43,0,5,34,0,3,21,0,3,2,0,0,2,0,0,2,0,0,1,0,1,1,0,0,1,0,0
8474593,2024021178,2025-03-31,61,0,5,49,0,3,28,0,2,2,0,0,2,0,0,1,0,0,4,0,0,8,0,0,8,0,0
8474593,2024021209,2025-04-05,45,1,10,36,1,7,20,1,5,0,0,0,0,0,0,0,0,0,5,0,1,7,0,1,6,0,2
8474593,2024021238,2025-04-08,41,1,4,31,1,2,21,1,1,7,0,0,5,0,0,4,0,0,4,0,0,1,0,0,1,0,0
8474593,2024021277,2025-04-13,31,1,12,24,1,11,14,1,8,1,0,0,0,0,0,0,0,0,2,0,0,3,0,1,3,0,1
8474593,2024030141,2025-04-20,62,3,12,48,3,12,32,3,9,2,0,1,2,0,1,2,0,1,10,0,0,12,0,2,11,0,2
8474593,2024030142,2025-04-22,56,1,9,47,1,7,25,1,1,1,1,0,1,1,0,1,0,0,4,0,0,7,0,0,7,0,0
8474593,2024030143,2025-04-25,71,4,9,38,4,7,21,1,5,0,0,2,0,0,2,0,0,1,8,0,1,9,0,0,9,0,0
8474593,2024030144,2025-04-27,63,1,5,40,1,5,22,1,5,3,0,1,1,0,1,1,0,1,6,0,0,3,0,1,3,0,1
8474593,2024030145,2025-04-29,82,6,25,65,4,17,37,3,14,3,0,2,3,0,2,2,0,2,3,0,1,11,1,3,11,1,3
8474596,2024020002,2024-10-05,62,2,4,38,2,2,17,1,0,1,0,0,1,0,0,1,0,0,3,0,0,6,0,0,6,0,0
8474596,2024020044,2024-10-14,36,2,5,25,2,4,16,2,2,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,3,0,0
8474596,2024020094,2024-10-22,50,1,7,41,1,7,29,1,7,5,1,2,5,1,2,5,0,1,1,0,0,4,0,3,4,0,3
8474596,2024020119,2024-10-25,42,3,11,30,3,9,20,2,8,3,0,1,3,0,1,3,0,1,4,0,0,4,1,1,4,1,1
8474596,2024020193,2024-11-04,57,0,3,42,0,3,28,0,3,0,0,0,0,0,0,0,0,0,2,0,0,9,0,1,9,0,1
8474596,2024020236,2024-11-10,46,3,5,31,2,3,24,1,2,1,0,0,1,0,0,1,0,0,4,0,0,2,0,0,2,0,0
8474596,2024020260,2024-11-14,48,1,10,34,1,8,21,0,6,2,0,0,2,0,0,1,0,0,5,0,0,5,0,3,5,0,3
8474596,2024020327,2024-11-23,74,0,3,43,0,3,25,0,1,1,0,1,1,0,0,1,0,0,4,0,0,8,0,0,8,0,0
8474596,2024020379,2024-11-30,48,0,14,39,0,10,25,0,7,3,0,3,3,0,3,3,0,2,1,0,0,4,0,2,4,0,2
8474596,2024020440,2024-12-08,45,1,7,34,1,4,19,1,3,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0
8474596,2024020514,2024-12-19,35,0,7,27,0,5,17,0,2,2,0,1,2,0,1,2,0,1,4,0,0,3,0,1,3,0,1
8474596,2024020573,2024-12-28,58,2,9,46,2,8,32,2,6,3,0,1,3,0,1,2,0,1,4,0,1,6,0,0,7,0,0
8474596,2024020602,2025-01-01,42,0,7,29,0,6,20,0,3,2,0,0,2,0,0,2,0,0,3,0,0,6,0,4,6,0,4
